,forecast_date,target,target_end_date,location,location_name,type,quantile,value
0,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,point,NA,5511.903225806452
1,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.01,3855.2
2,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.025,3947.0
3,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.05,4109.0
4,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.1,4253.0
5,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.15,4361.5
6,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.2,4808.0
7,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.25,4930.5
8,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.3,5054.0
9,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.35,5115.0
10,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.4,5149.0
11,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.45,5194.5
12,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.5,5283.0
13,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.55,5414.5
14,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.6,5497.0
15,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.65,5794.0
16,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.7,5875.0
17,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.75,6056.0
18,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.8,6273.0
19,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.85,6563.5
20,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.9,6794.0
21,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.95,7496.0
22,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.975,7947.25
23,2020-06-04,49 day ahead cum death,2020-07-23,24,Maryland,quantile,0.99,7990.9
0,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,point,NA,1006.3548387096774
1,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.01,666.5999999999999
2,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.025,717.0
3,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.05,747.5
4,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.1,751.0
5,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.15,793.5
6,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.2,800.0
7,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.25,839.0
8,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.3,855.0
9,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.35,883.0
10,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.4,904.0
11,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.45,919.0
12,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.5,942.0
13,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.55,977.0
14,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.6,1004.0
15,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.65,1045.0
16,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.7,1105.0
17,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.75,1125.5
18,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.8,1187.0
19,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.85,1276.5
20,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.9,1307.0
21,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.95,1460.0
22,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.975,1494.5
23,2020-06-04,50 day ahead cum death,2020-07-24,11,District of Columbia,quantile,0.99,1544.0
0,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,point,NA,5570.258064516129
1,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.01,3884.0999999999995
2,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.025,3981.75
3,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.05,4147.5
4,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.1,4289.0
5,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.15,4401.0
6,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.2,4829.0
7,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.25,4968.0
8,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.3,5105.0
9,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.35,5159.5
10,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.4,5212.0
11,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.45,5253.0
12,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.5,5338.0
13,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.55,5469.5
14,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.6,5557.0
15,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.65,5851.5
16,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.7,5943.0
17,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.75,6125.5
18,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.8,6325.0
19,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.85,6655.0
20,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.9,6869.0
21,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.95,7597.5
22,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.975,8044.5
23,2020-06-04,50 day ahead cum death,2020-07-24,24,Maryland,quantile,0.99,8099.4
0,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,point,NA,1016.0967741935484
1,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.01,673.0
2,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.025,722.5
3,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.05,750.5
4,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.1,754.0
5,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.15,798.0
6,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.2,808.0
7,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.25,845.0
8,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.3,859.0
9,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.35,893.5
10,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.4,914.0
11,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.45,923.5
12,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.5,955.0
13,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.55,985.5
14,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.6,1015.0
15,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.65,1054.5
16,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.7,1121.0
17,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.75,1135.5
18,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.8,1204.0
19,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.85,1290.0
20,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.9,1329.0
21,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.95,1479.0
22,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.975,1512.0
23,2020-06-04,51 day ahead cum death,2020-07-25,11,District of Columbia,quantile,0.99,1558.8
0,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,point,NA,5630.709677419355
1,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.01,3910.5
2,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.025,4016.25
3,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.05,4185.5
4,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.1,4319.0
5,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.15,4440.0
6,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.2,4856.0
7,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.25,5016.0
8,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.3,5160.0
9,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.35,5205.0
10,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.4,5275.0
11,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.45,5306.5
12,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.5,5380.0
13,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.55,5535.5
14,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.6,5649.0
15,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.65,5919.5
16,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.7,5994.0
17,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.75,6193.5
18,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.8,6381.0
19,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.85,6751.5
20,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.9,6948.0
21,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.95,7702.0
22,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.975,8147.0
23,2020-06-04,51 day ahead cum death,2020-07-25,24,Maryland,quantile,0.99,8202.8
0,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,point,NA,1027.6129032258063
1,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.01,679.5
2,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.025,726.75
3,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.05,755.5
4,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.1,762.0
5,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.15,804.5
6,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.2,815.0
7,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.25,849.0
8,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.3,865.0
9,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.35,904.0
10,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.4,923.0
11,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.45,937.5
12,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.5,971.0
13,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.55,994.5
14,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.6,1027.0
15,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.65,1066.5
16,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.7,1134.0
17,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.75,1147.5
18,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.8,1212.0
19,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.85,1308.0
20,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.9,1351.0
21,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.95,1498.0
22,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.975,1534.75
23,2020-06-04,52 day ahead cum death,2020-07-26,11,District of Columbia,quantile,0.99,1584.6999999999998
0,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,point,NA,5690.935483870968
1,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.01,3941.3999999999996
2,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.025,4053.0
3,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.05,4226.5
4,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.1,4354.0
5,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.15,4482.0
6,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.2,4882.0
7,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.25,5061.5
8,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.3,5214.0
9,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.35,5254.5
10,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.4,5333.0
11,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.45,5362.0
12,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.5,5418.0
13,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.55,5600.5
14,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.6,5718.0
15,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.65,5980.0
16,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.7,6056.0
17,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.75,6270.5
18,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.8,6429.0
19,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.85,6843.0
20,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.9,7036.0
21,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.95,7797.0
22,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.975,8241.5
23,2020-06-04,52 day ahead cum death,2020-07-26,24,Maryland,quantile,0.99,8310.8
0,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,point,NA,1038.8709677419354
1,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.01,686.8
2,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.025,734.5
3,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.05,761.5
4,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.1,769.0
5,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.15,807.5
6,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.2,825.0
7,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.25,853.5
8,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.3,871.0
9,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.35,909.5
10,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.4,931.0
11,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.45,948.5
12,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.5,983.0
13,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.55,1006.0
14,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.6,1035.0
15,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.65,1078.0
16,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.7,1150.0
17,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.75,1160.0
18,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.8,1231.0
19,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.85,1326.0
20,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.9,1379.0
21,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.95,1517.5
22,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.975,1555.25
23,2020-06-04,53 day ahead cum death,2020-07-27,11,District of Columbia,quantile,0.99,1606.1
0,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,point,NA,5751.580645161291
1,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.01,3969.0
2,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.025,4086.0
3,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.05,4261.0
4,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.1,4386.0
5,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.15,4521.0
6,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.2,4907.0
7,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.25,5112.5
8,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.3,5275.0
9,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.35,5295.5
10,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.4,5382.0
11,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.45,5429.5
12,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.5,5457.0
13,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.55,5659.5
14,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.6,5787.0
15,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.65,6039.0
16,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.7,6121.0
17,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.75,6352.0
18,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.8,6490.0
19,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.85,6928.5
20,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.9,7124.0
21,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.95,7907.0
22,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.975,8345.75
23,2020-06-04,53 day ahead cum death,2020-07-27,24,Maryland,quantile,0.99,8419.1
0,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,point,NA,1049.6774193548388
1,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.01,691.0999999999999
2,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.025,739.25
3,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.05,766.5
4,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.1,775.0
5,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.15,812.5
6,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.2,838.0
7,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.25,859.0
8,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.3,878.0
9,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.35,918.5
10,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.4,938.0
11,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.45,962.0
12,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.5,989.0
13,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.55,1014.5
14,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.6,1038.0
15,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.65,1090.0
16,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.7,1162.0
17,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.75,1178.5
18,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.8,1243.0
19,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.85,1346.0
20,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.9,1403.0
21,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.95,1531.0
22,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.975,1572.25
23,2020-06-04,54 day ahead cum death,2020-07-28,11,District of Columbia,quantile,0.99,1624.9
0,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,point,NA,5815.645161290323
1,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.01,4000.5
2,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.025,4128.75
3,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.05,4303.0
4,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.1,4417.0
5,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.15,4558.5
6,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.2,4935.0
7,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.25,5166.5
8,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.3,5323.0
9,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.35,5341.5
10,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.4,5452.0
11,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.45,5491.5
12,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.5,5508.0
13,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.55,5723.5
14,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.6,5853.0
15,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.65,6103.0
16,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.7,6186.0
17,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.75,6432.0
18,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.8,6563.0
19,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.85,7025.0
20,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.9,7205.0
21,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.95,8021.5
22,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.975,8463.25
23,2020-06-04,54 day ahead cum death,2020-07-28,24,Maryland,quantile,0.99,8542.9
0,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,point,NA,1060.8064516129032
1,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.01,695.4
2,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.025,744.0
3,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.05,771.5
4,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.1,787.0
5,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.15,818.0
6,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.2,845.0
7,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.25,864.5
8,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.3,883.0
9,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.35,927.0
10,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.4,947.0
11,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.45,976.0
12,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.5,997.0
13,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.55,1024.5
14,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.6,1048.0
15,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.65,1101.0
16,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.7,1172.0
17,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.75,1192.0
18,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.8,1257.0
19,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.85,1359.0
20,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.9,1433.0
21,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.95,1554.0
22,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.975,1591.75
23,2020-06-04,55 day ahead cum death,2020-07-29,11,District of Columbia,quantile,0.99,1643.5
0,2020-06-04,55 day ahead cum death,2020-07-29,24,Maryland,point,NA,5875.1612903225805
1,2020-06-04,55 day ahead cum death,2020-07-29,24,Maryland,quantile,0.01,4032.8999999999996
2,2020-06-04,55 day ahead cum death,2020-07-29,24,Maryland,quantile,0.025,4164.75
3,2020-06-04,55 day ahead cum death,2020-07-29,24,Maryland,quantile,0.05,4339.5
4,2020-06-04,55 day ahead cum death,2020-07-29,24,Maryland,quantile,0.1,4447.0
5,2020-06-04,55 day ahead cum death,2020-07-29,24,Maryland,quantile,0.15,4596.5
6,2020-06-04,55 day ahead cum death,2020-07-29,24,Maryland,quantile,0.2,4965.0
7,2020-06-04,55 day ahead cum death,2020-07-29,24,Maryland,quantile,0.25,5216.0
8,2020-06-04,55 day ahead cum death,2020-07-29,24,Maryland,quantile,0.3,5378.0
9,2020-06-04,55 day ahead cum death,2020-07-29,24,Maryland,quantile,0.35,5380.0
