STATEFP,COUNTYFP,STNAME,CTYNAME,NAMELSAD,population,Longitude,Latitude
42,53,Pennsylvania,Forest County,Forest County,7279,-79.23601184,41.51307244
22,105,Louisiana,Tangipahoa Parish,Tangipahoa Parish,133777,-90.40568039,30.6266532
51,179,Virginia,Stafford County,Stafford County,149960,-77.45740039,38.42071902
26,109,Michigan,Menominee County,Menominee County,22983,-87.509684,45.52512136
18,73,Indiana,Jasper County,Jasper County,33370,-87.11612124,41.0229983
13,25,Georgia,Brantley County,Brantley County,18897,-81.98189527,31.19687606
13,171,Georgia,Lamar County,Lamar County,19000,-84.13946267,33.07653577
18,151,Indiana,Steuben County,Steuben County,34586,-85.00076485,41.64386788
48,361,Texas,Orange County,Orange County,83572,-93.89389811,30.1213083
39,47,Ohio,Fayette County,Fayette County,28666,-83.45609728,39.559883
25,15,Massachusetts,Hampshire County,Hampshire County,161355,-72.66379209,42.34016107
21,3,Kentucky,Allen County,Allen County,21122,-86.19041871,36.75131655
37,1,North Carolina,Alamance County,Alamance County,166436,-79.39942446,36.04371027
20,73,Kansas,Greenwood County,Greenwood County,6055,-96.23263567,37.87778756
25,25,Massachusetts,Suffolk County,Suffolk County,807252,-70.9855969,42.348686
16,51,Idaho,Jefferson County,Jefferson County,29439,-112.3113025,43.82013245
48,177,Texas,Gonzales County,Gonzales County,20826,-97.49252375,29.45673333
47,115,Tennessee,Marion County,Marion County,28575,-85.62203351,35.1293467
26,7,Michigan,Alpena County,Alpena County,28360,-83.16520109,45.03110751
21,231,Kentucky,Wayne County,Wayne County,20468,-84.8286312,36.80126525
47,185,Tennessee,White County,White County,27107,-85.45517718,35.92634843
48,147,Texas,Fannin County,Fannin County,35286,-96.1068277,33.59380979
20,43,Kansas,Doniphan County,Doniphan County,7682,-95.14679424,39.78808061
48,265,Texas,Kerr County,Kerr County,52405,-99.35015976,30.06148381
12,53,Florida,Hernando County,Hernando County,190865,-82.46848916,28.55617075
12,129,Florida,Wakulla County,Wakulla County,32461,-84.3756072,30.1477727
12,131,Florida,Walton County,Walton County,71375,-86.17151631,30.61846885
28,17,Mississippi,Chickasaw County,Chickasaw County,17171,-88.94786365,33.92079996
2,130,Alaska,Ketchikan Gateway Borough,Ketchikan Gateway Borough,13918,-131.0464283,55.46086874
26,35,Michigan,Clare County,Clare County,30757,-84.84785463,43.98788702
20,157,Kansas,Republic County,Republic County,4664,-97.65062278,39.82779631
12,127,Florida,Volusia County,Volusia County,547538,-81.14857483,29.06344966
40,17,Oklahoma,Canadian County,Canadian County,144447,-97.98238321,35.54244427
72,115,NA,NA,Quebradillas Municipio,NA,-66.92626637,18.46304827
78,30,NA,NA,St. Thomas Island,NA,-64.96708279,18.32860169
13,115,Georgia,Floyd County,Floyd County,97927,-85.21427865,34.26316269
32,1,Nevada,Churchill County,Churchill County,24440,-118.3357789,39.58087638
31,181,Nebraska,Webster County,Webster County,3533,-98.49994738,40.17643321
17,67,Illinois,Hancock County,Hancock County,17844,-91.16469753,40.40377645
46,67,South Dakota,Hutchinson County,Hutchinson County,7380,-97.75441626,43.33484675
41,13,Oregon,Crook County,Crook County,23867,-120.3565809,44.14218
50,11,Vermont,Franklin County,Franklin County,49421,-72.91202654,44.857514
26,103,Michigan,Marquette County,Marquette County,66516,-87.5735241,46.66287797
9,7,Connecticut,Middlesex County,Middlesex County,162682,-72.52311943,41.4353818
37,57,North Carolina,Davidson County,Davidson County,166614,-80.21274878,35.79335249
17,25,Illinois,Clay County,Clay County,13253,-88.49019239,38.75416237
29,103,Missouri,Knox County,Knox County,3947,-92.14807239,40.12825489
29,117,Missouri,Livingston County,Livingston County,15146,-93.54828172,39.78210515
42,117,Pennsylvania,Tioga County,Tioga County,40763,-77.25426418,41.77216145
31,43,Nebraska,Dakota County,Dakota County,20083,-96.56451302,42.39111182
26,89,Michigan,Leelanau County,Leelanau County,21764,-86.03849605,45.15177086
51,181,Virginia,Surry County,Surry County,6474,-76.88830957,37.11691216
48,391,Texas,Refugio County,Refugio County,7032,-97.15952148,28.32157533
39,17,Ohio,Butler County,Butler County,382378,-84.57564493,39.43861648
13,273,Georgia,Terrell County,Terrell County,8611,-84.4369222,31.77688099
13,63,Georgia,Clayton County,Clayton County,289615,-84.35765425,33.54190061
56,13,Wyoming,Fremont County,Fremont County,39531,-108.6304181,43.0405281
18,115,Indiana,Ohio County,Ohio County,5844,-84.96504312,38.95009459
13,73,Georgia,Columbia County,Columbia County,154291,-82.26406233,33.54412068
8,115,Colorado,Sedgwick County,Sedgwick County,2303,-102.3517912,40.87590497
30,65,Montana,Musselshell County,Musselshell County,4651,-108.3980881,46.49656119
42,43,Pennsylvania,Dauphin County,Dauphin County,277097,-76.77947436,40.41544033
46,101,South Dakota,Moody County,Moody County,6579,-96.67092221,44.02201182
54,79,West Virginia,Putnam County,Putnam County,56682,-81.90899293,38.50861678
34,37,New Jersey,Sussex County,Sussex County,140799,-74.69080069,41.13929693
20,39,Kansas,Decatur County,Decatur County,2871,-100.4598995,39.78475649
18,123,Indiana,Perry County,Perry County,19102,-86.6380318,38.07964914
28,145,Mississippi,Union County,Union County,28606,-89.00385691,34.49047423
31,15,Nebraska,Boyd County,Boyd County,1955,-98.76646211,42.89968489
27,95,Minnesota,Mille Lacs County,Mille Lacs County,26139,-93.63008346,45.93804073
38,99,North Dakota,Walsh County,Walsh County,10667,-97.72137178,48.36946171
39,115,Ohio,Morgan County,Morgan County,14604,-81.85266145,39.62037275
39,133,Ohio,Portage County,Portage County,162927,-81.19740359,41.1676829
56,41,Wyoming,Uinta County,Uinta County,20299,-110.5475617,41.28749192
32,13,Nevada,Humboldt County,Humboldt County,16786,-118.1119658,41.40684657
48,247,Texas,Jim Hogg County,Jim Hogg County,5248,-98.69730507,27.04339714
8,17,Colorado,Cheyenne County,Cheyenne County,1876,-102.6033958,38.82793972
41,5,Oregon,Clackamas County,Clackamas County,416075,-122.2208678,45.18804389
5,113,Arkansas,Polk County,Polk County,20049,-94.22806848,34.48584475
13,193,Georgia,Macon County,Macon County,13143,-84.04247958,32.35838924
18,7,Indiana,Benton County,Benton County,8653,-87.31090602,40.60625846
47,129,Tennessee,Morgan County,Morgan County,21579,-84.64920374,36.13502441
46,43,South Dakota,Douglas County,Douglas County,2935,-98.36609836,43.38692416
24,47,Maryland,Worcester County,Worcester County,51823,-75.29666934,38.2165007
17,185,Illinois,Wabash County,Wabash County,11549,-87.84425043,38.44606554
18,69,Indiana,Huntington County,Huntington County,36240,-85.48817228,40.82923996
21,209,Kentucky,Scott County,Scott County,56031,-84.5839267,38.29155537
19,53,Iowa,Decatur County,Decatur County,7890,-93.78628141,40.73768272
18,169,Indiana,Wabash County,Wabash County,31280,-85.79400567,40.84569301
18,3,Indiana,Allen County,Allen County,375351,-85.06656204,41.09087088
18,99,Indiana,Marshall County,Marshall County,46248,-86.26176129,41.32484896
31,171,Nebraska,Thomas County,Thomas County,720,-100.5558456,41.91350608
38,85,North Dakota,Sioux County,Sioux County,4358,-101.0403415,46.11265053
48,127,Texas,Dimmit County,Dimmit County,10308,-99.75672613,28.422536
27,45,Minnesota,Fillmore County,Fillmore County,21058,-92.09016727,43.67399717
45,23,South Carolina,Chester County,Chester County,32251,-81.15953127,34.69205729
27,73,Minnesota,Lac qui Parle County,Lac qui Parle County,6658,-96.17347866,44.99548693
49,5,Utah,Cache County,Cache County,127068,-111.7436251,41.72243006
55,93,Wisconsin,Pierce County,Pierce County,42555,-92.42248308,44.71963008
13,49,Georgia,Charlton County,Charlton County,12968,-82.13768814,30.7817272
13,233,Georgia,Polk County,Polk County,42470,-85.18815338,34.00178449
17,113,Illinois,McLean County,McLean County,172828,-88.847323,40.49089047
23,1,Maine,Androscoggin County,Androscoggin County,107679,-70.206445,44.16584843
16,55,Idaho,Kootenai County,Kootenai County,161505,-116.701762,47.67435663
32,3,Nevada,Clark County,Clark County,2231647,-115.0135617,36.2151981
20,147,Kansas,Phillips County,Phillips County,5317,-99.34702212,39.78458311
31,89,Nebraska,Holt County,Holt County,10178,-98.78384467,42.45571095
29,101,Missouri,Johnson County,Johnson County,53652,-93.80636749,38.74408549
55,63,Wisconsin,La Crosse County,La Crosse County,118230,-91.11519575,43.90655191
22,21,Louisiana,Caldwell Parish,Caldwell Parish,9960,-92.11660588,32.09227155
21,61,Kentucky,Edmonson County,Edmonson County,12274,-86.23862015,37.20884021
17,5,Illinois,Bond County,Bond County,16630,-89.43554946,38.88681658
17,9,Illinois,Brown County,Brown County,6556,-90.75034227,39.96181162
27,85,Minnesota,McLeod County,McLeod County,35873,-94.27242023,44.82354394
55,33,Wisconsin,Dunn County,Dunn County,45131,-91.89640358,44.94658398
8,27,Colorado,Custer County,Custer County,4954,-105.3674718,38.1086779
29,123,Missouri,Madison County,Madison County,12188,-90.34502616,37.4780955
48,353,Texas,Nolan County,Nolan County,14751,-100.4060525,32.30349026
42,127,Pennsylvania,Wayne County,Wayne County,51276,-75.30325772,41.64873075
36,91,New York,Saratoga County,Saratoga County,230163,-73.86390455,43.1073812
48,41,Texas,Brazos County,Brazos County,226758,-96.30238558,30.66079969
40,95,Oklahoma,Marshall County,Marshall County,16806,-96.76913163,34.02448999
24,1,Maryland,Allegany County,Allegany County,70975,-78.69753855,39.62147322
54,103,West Virginia,Wetzel County,Wetzel County,15270,-80.63909761,39.60526327
55,53,Wisconsin,Jackson County,Jackson County,20478,-90.80516771,44.31915048
41,7,Oregon,Clatsop County,Clatsop County,39764,-123.7169992,46.01752615
53,41,Washington,Lewis County,Lewis County,79604,-122.3926383,46.57776818
36,3,New York,Allegany County,Allegany County,46430,-78.0275606,42.25739135
19,31,Iowa,Cedar County,Cedar County,18627,-91.13241248,41.77232073
18,117,Indiana,Orange County,Orange County,19489,-86.49506929,38.54177888
13,89,Georgia,DeKalb County,DeKalb County,756558,-84.22641981,33.77155437
13,227,Georgia,Pickens County,Pickens County,31980,-84.46563905,34.46431978
30,15,Montana,Chouteau County,Chouteau County,5745,-110.4352238,47.88058388
31,17,Nebraska,Brown County,Brown County,2973,-99.92950645,42.4300206
47,13,Tennessee,Campbell County,Campbell County,39583,-84.14938458,36.40351281
37,69,North Carolina,Franklin County,Franklin County,67560,-78.28569659,36.08277335
24,510,Maryland,Baltimore city,Baltimore city,602495,-76.61064742,39.30098016
20,111,Kansas,Lyon County,Lyon County,33406,-96.15263976,38.45618714
19,27,Iowa,Carroll County,Carroll County,20154,-94.86055928,42.03623822
22,107,Louisiana,Tensas Parish,Tensas Parish,4462,-91.340073,32.00166078
47,123,Tennessee,Monroe County,Monroe County,46357,-84.25279785,35.44264345
20,75,Kansas,Hamilton County,Hamilton County,2607,-101.7912565,37.99915254
19,151,Iowa,Pocahontas County,Pocahontas County,6740,-94.67874662,42.73413511
16,45,Idaho,Gem County,Gem County,17634,-116.397519,44.06154654
5,63,Arkansas,Independence County,Independence County,37678,-91.56972441,35.74157956
5,85,Arkansas,Lonoke County,Lonoke County,73657,-91.88866766,34.75427031
18,111,Indiana,Newton County,Newton County,14011,-87.39753661,40.95584775
13,119,Georgia,Franklin County,Franklin County,23023,-83.22917534,34.37543589
12,51,Florida,Hendry County,Hendry County,41556,-81.16590125,26.55348985
13,265,Georgia,Taliaferro County,Taliaferro County,1608,-82.87876447,33.56609084
48,245,Texas,Jefferson County,Jefferson County,255001,-94.15343946,29.85372892
30,59,Montana,Meagher County,Meagher County,1866,-110.8856614,46.59822408
8,67,Colorado,La Plata County,La Plata County,56310,-107.8432707,37.28658196
48,27,Texas,Bell County,Bell County,355642,-97.4782024,31.03767171
28,69,Mississippi,Kemper County,Kemper County,10027,-88.64115942,32.75455793
5,19,Arkansas,Clark County,Clark County,22061,-93.17636749,34.05095586
41,35,Oregon,Klamath County,Klamath County,67653,-121.650121,42.68640894
36,75,New York,Oswego County,Oswego County,117898,-76.20868684,43.46388318
72,105,NA,NA,Naranjito Municipio,NA,-66.2525509,18.28841776
1,19,Alabama,Cherokee County,Cherokee County,26032,-85.60379372,34.17595597
48,19,Texas,Bandera County,Bandera County,22824,-99.24624412,29.747205
30,87,Montana,Rosebud County,Rosebud County,9063,-106.7307122,46.22965227
35,59,New Mexico,Union County,Union County,4118,-103.4709705,36.48166848
26,153,Michigan,Schoolcraft County,Schoolcraft County,8068,-86.17729414,46.04247983
36,111,New York,Ulster County,Ulster County,178599,-74.25856953,41.88814563
34,7,New Jersey,Camden County,Camden County,507078,-74.95975423,39.80353889
17,83,Illinois,Jersey County,Jersey County,21847,-90.3566834,39.08566177
51,85,Virginia,Hanover County,Hanover County,107239,-77.49115652,37.76013938
20,199,Kansas,Wallace County,Wallace County,1503,-101.763574,38.91666114
26,3,Michigan,Alger County,Alger County,9097,-86.57216017,46.94826921
5,49,Arkansas,Fulton County,Fulton County,12269,-91.81823772,36.38166958
48,215,Texas,Hidalgo County,Hidalgo County,865939,-98.18107051,26.39672057
37,155,North Carolina,Robeson County,Robeson County,131831,-79.10386604,34.64024231
26,123,Michigan,Newaygo County,Newaygo County,48892,-85.80091722,43.55416754
41,49,Oregon,Morrow County,Morrow County,11372,-119.5842743,45.41900473
27,153,Minnesota,Todd County,Todd County,24582,-94.89759936,46.07062376
5,83,Arkansas,Logan County,Logan County,21737,-93.71630623,35.21527246
37,109,North Carolina,Lincoln County,Lincoln County,83770,-81.22352667,35.48559804
5,91,Arkansas,Miller County,Miller County,43592,-93.8915606,33.31214659
12,95,Florida,Orange County,Orange County,1380645,-81.32347352,28.51441609
8,111,Colorado,San Juan County,San Juan County,762,-107.6761473,37.76404308
16,41,Idaho,Franklin County,Franklin County,13726,-111.8132011,42.18109166
13,45,Georgia,Carroll County,Carroll County,118121,-85.07976305,33.58279785
20,161,Kansas,Riley County,Riley County,73703,-96.73517702,39.29655297
48,413,Texas,Schleicher County,Schleicher County,2895,-100.538546,30.89745261
51,167,Virginia,Russell County,Russell County,26748,-82.09535632,36.93387051
37,27,North Carolina,Caldwell County,Caldwell County,82029,-81.54643664,35.95303794
16,65,Idaho,Madison County,Madison County,39304,-111.6591885,43.78414025
18,173,Indiana,Warrick County,Warrick County,62567,-87.27205374,38.09216624
21,1,Kentucky,Adair County,Adair County,19215,-85.28064851,37.1041561
21,77,Kentucky,Gallatin County,Gallatin County,8832,-84.85931239,38.75687466
21,97,Kentucky,Harrison County,Harrison County,18778,-84.33138534,38.44180708
23,23,Maine,Sagadahoc County,Sagadahoc County,35634,-69.83930896,43.91172689
30,97,Montana,Sweet Grass County,Sweet Grass County,3710,-109.9410139,45.81389376
48,181,Texas,Grayson County,Grayson County,133991,-96.67772539,33.62680856
42,59,Pennsylvania,Greene County,Greene County,36506,-80.22287386,39.85379981
2,188,Alaska,Northwest Arctic Borough,Northwest Arctic Borough,7671,-160.0069785,67.00817244
20,51,Kansas,Ellis County,Ellis County,28710,-99.31723162,38.91475125
1,65,Alabama,Hale County,Hale County,14726,-87.62911768,32.76266422
1,105,Alabama,Perry County,Perry County,9140,-87.29440079,32.63846566
1,33,Alabama,Colbert County,Colbert County,54762,-87.80498529,34.7004338
20,151,Kansas,Pratt County,Pratt County,9378,-98.73959571,37.64773534
21,17,Kentucky,Bourbon County,Bourbon County,20184,-84.21715078,38.2067345
47,149,Tennessee,Rutherford County,Rutherford County,324890,-86.41673754,35.84270577
13,75,Georgia,Cook County,Cook County,17162,-83.43046507,31.15399103
20,101,Kansas,Lane County,Lane County,1560,-100.4663983,38.48130317
40,59,Oklahoma,Harper County,Harper County,3797,-99.66736164,36.78872516
17,147,Illinois,Piatt County,Piatt County,16396,-88.59109121,40.01036662
48,107,Texas,Crosby County,Crosby County,5779,-101.2999585,33.61462503
72,53,NA,NA,Fajardo Municipio,NA,-65.60656081,18.36220925
1,63,Alabama,Greene County,Greene County,8233,-87.95223092,32.85313884
16,33,Idaho,Clark County,Clark County,852,-112.3512975,44.28390563
19,109,Iowa,Kossuth County,Kossuth County,14908,-94.20671993,43.20413003
72,151,NA,NA,Yabucoa Municipio,NA,-65.86330232,18.05596629
38,13,North Dakota,Burke County,Burke County,2100,-102.5182599,48.79099727
37,63,North Carolina,Durham County,Durham County,316739,-78.87659275,36.03602957
19,85,Iowa,Harrison County,Harrison County,14134,-95.81692089,41.68285275
31,103,Nebraska,Keya Paha County,Keya Paha County,810,-99.71234971,42.87882906
19,187,Iowa,Webster County,Webster County,36277,-94.18177456,42.42794955
17,151,Illinois,Pope County,Pope County,4212,-88.56158454,37.41276331
47,159,Tennessee,Smith County,Smith County,19942,-85.95671457,36.2505341
51,89,Virginia,Henry County,Henry County,50953,-79.8739525,36.68277268
51,510,Virginia,Alexandria city,Alexandria city,160530,-77.08620606,38.81845358
19,101,Iowa,Jefferson County,Jefferson County,18381,-91.94887289,41.03176207
30,49,Montana,Lewis and Clark County,Lewis and Clark County,68700,-112.390455,47.12244291
49,13,Utah,Duchesne County,Duchesne County,19964,-110.4251845,40.29824232
40,3,Oklahoma,Alfalfa County,Alfalfa County,5754,-98.32400151,36.73097721
48,119,Texas,Delta County,Delta County,5349,-95.67227082,33.38629274
47,169,Tennessee,Trousdale County,Trousdale County,11012,-86.15675276,36.39204286
21,193,Kentucky,Perry County,Perry County,26092,-83.2214816,37.24429332
46,39,South Dakota,Deuel County,Deuel County,4337,-96.66797412,44.76005791
41,29,Oregon,Jackson County,Jackson County,219564,-122.7285176,42.43215579
72,67,NA,NA,Hormigueros Municipio,NA,-67.1140223,18.13418073
48,507,Texas,Zavala County,Zavala County,11983,-99.76059567,28.86621142
31,7,Nebraska,Banner County,Banner County,730,-103.7104768,41.54597467
19,121,Iowa,Madison County,Madison County,16249,-94.01556195,41.33071422
12,11,Florida,Broward County,Broward County,1951260,-80.4558852,26.15185657
13,279,Georgia,Toombs County,Toombs County,26887,-82.33129291,32.12172033
26,151,Michigan,Sanilac County,Sanilac County,41182,-82.64575386,43.44331161
48,397,Texas,Rockwall County,Rockwall County,100657,-96.40778104,32.89775806
26,163,Michigan,Wayne County,Wayne County,1753893,-83.26113288,42.28474548
27,105,Minnesota,Nobles County,Nobles County,21924,-95.75338693,43.67424013
27,1,Minnesota,Aitkin County,Aitkin County,15902,-93.41542909,46.60825729
38,71,North Dakota,Ramsey County,Ramsey County,11481,-98.72013843,48.26893414
37,145,North Carolina,Person County,Person County,39507,-78.97180514,36.39009512
20,195,Kansas,Trego County,Trego County,2793,-99.8727363,38.91432452
28,151,Mississippi,Washington County,Washington County,45063,-90.94745464,33.2836981
48,133,Texas,Eastland County,Eastland County,18322,-98.83232225,32.32707307
28,55,Mississippi,Issaquena County,Issaquena County,1308,-90.98921241,32.74139056
48,123,Texas,DeWitt County,DeWitt County,20187,-97.35677845,29.08208129
48,5,Texas,Angelina County,Angelina County,87092,-94.61184854,31.25476458
45,81,South Carolina,Saluda County,Saluda County,20544,-81.72692491,34.00613706
29,125,Missouri,Maries County,Maries County,8769,-91.92488598,38.16163488
5,1,Arkansas,Arkansas County,Arkansas County,17769,-91.37490551,34.29080843
29,109,Missouri,Lawrence County,Lawrence County,38359,-93.83293656,37.10635121
51,540,Virginia,Charlottesville city,Charlottesville city,48117,-78.48549988,38.03749148
17,11,Illinois,Bureau County,Bureau County,32993,-89.52867749,41.40415243
39,145,Ohio,Scioto County,Scioto County,75502,-82.99283102,38.80396194
37,115,North Carolina,Madison County,Madison County,21763,-82.70575826,35.85803581
16,53,Idaho,Jerome County,Jerome County,24015,-114.2639414,42.68990475
39,163,Ohio,Vinton County,Vinton County,13139,-82.48535006,39.25098498
48,309,Texas,McLennan County,McLennan County,254607,-97.20178777,31.55237692
16,37,Idaho,Custer County,Custer County,4280,-114.2817225,44.24111572
19,89,Iowa,Howard County,Howard County,9187,-92.31719891,43.35676734
12,99,Florida,Palm Beach County,Palm Beach County,1485941,-80.43650847,26.64756816
13,181,Georgia,Lincoln County,Lincoln County,7915,-82.45121274,33.79365962
1,13,Alabama,Butler County,Butler County,19680,-86.68028922,31.75243394
47,165,Tennessee,Sumner County,Sumner County,187149,-86.46035537,36.46940884
51,97,Virginia,King and Queen County,King and Queen County,7042,-76.89527018,37.7186298
5,15,Arkansas,Carroll County,Carroll County,28223,-93.53824872,36.34102854
51,820,Virginia,Waynesboro city,Waynesboro city,22628,-78.90135473,38.06741696
2,220,Alaska,Sitka City and Borough,Sitka City and Borough,8647,-135.3049651,57.17977579
41,51,Oregon,Multnomah County,Multnomah County,811880,-122.4149286,45.54678826
47,61,Tennessee,Grundy County,Grundy County,13346,-85.7225824,35.3883667
27,57,Minnesota,Hubbard County,Hubbard County,21332,-94.9166206,47.10862981
38,81,North Dakota,Sargent County,Sargent County,3870,-97.63071796,46.10794229
36,89,New York,St. Lawrence County,St. Lawrence County,108047,-75.06895228,44.49640214
29,179,Missouri,Reynolds County,Reynolds County,6254,-90.96908283,37.36232656
6,67,California,Sacramento County,Sacramento County,1540975,-121.3442434,38.44931481
39,125,Ohio,Paulding County,Paulding County,18760,-84.58019456,41.11662083
18,179,Indiana,Wells County,Wells County,28206,-85.22121986,40.72918665
51,63,Virginia,Floyd County,Floyd County,15795,-80.36256833,36.93160071
6,83,California,Santa Barbara County,Santa Barbara County,446527,-120.0307862,34.53834409
54,5,West Virginia,Boone County,Boone County,21951,-81.71121263,38.02299659
28,9,Mississippi,Benton County,Benton County,8271,-89.18847549,34.81728646
21,55,Kentucky,Crittenden County,Crittenden County,8915,-88.09722266,37.35271527
19,147,Iowa,Palo Alto County,Palo Alto County,8929,-94.67813707,43.08206429
19,159,Iowa,Ringgold County,Ringgold County,4968,-94.24397191,40.7352023
37,151,North Carolina,Randolph County,Randolph County,143351,-79.80600691,35.7103417
24,15,Maryland,Cecil County,Cecil County,102826,-75.94810698,39.56242026
18,171,Indiana,Warren County,Warren County,8263,-87.35331448,40.34690333
31,77,Nebraska,Greeley County,Greeley County,2356,-98.52124452,41.5674403
31,95,Nebraska,Jefferson County,Jefferson County,7097,-97.14271566,40.17576086
31,151,Nebraska,Saline County,Saline County,14350,-97.1409087,40.52406109
21,119,Kentucky,Knott County,Knott County,15126,-82.95413135,37.35405242
19,45,Iowa,Clinton County,Clinton County,46518,-90.53197244,41.89803581
27,63,Minnesota,Jackson County,Jackson County,9911,-95.15411295,43.6741733
27,39,Minnesota,Dodge County,Dodge County,20822,-92.86205403,44.02258947
27,47,Minnesota,Freeborn County,Freeborn County,30444,-93.34881586,43.67384418
6,9,California,Calaveras County,Calaveras County,45602,-120.5541321,38.2046068
25,1,Massachusetts,Barnstable County,Barnstable County,213413,-70.23813749,41.77344927
51,119,Virginia,Middlesex County,Middlesex County,10769,-76.50591334,37.62270777
42,65,Pennsylvania,Jefferson County,Jefferson County,43641,-78.99942146,41.12814513
18,89,Indiana,Lake County,Lake County,484411,-87.3763856,41.47221213
47,3,Tennessee,Bedford County,Bedford County,49038,-86.4588857,35.51379788
47,27,Tennessee,Clay County,Clay County,7717,-85.54385919,36.55115711
17,29,Illinois,Coles County,Coles County,50885,-88.22179535,39.52028688
47,97,Tennessee,Lauderdale County,Lauderdale County,25825,-89.63144421,35.76101278
41,1,Oregon,Baker County,Baker County,16006,-117.6753635,44.70917428
36,97,New York,Schuyler County,Schuyler County,17912,-76.87518161,42.39380007
26,159,Michigan,Van Buren County,Van Buren County,75448,-86.30641489,42.28510558
17,131,Illinois,Mercer County,Mercer County,15601,-90.74140815,41.20533871
21,127,Kentucky,Lawrence County,Lawrence County,15571,-82.73475466,38.06787862
21,175,Kentucky,Morgan County,Morgan County,13345,-83.25889313,37.92228091
21,177,Kentucky,Muhlenberg County,Muhlenberg County,30774,-87.14204166,37.21579227
17,49,Illinois,Effingham County,Effingham County,34208,-88.58985733,39.05976977
47,105,Tennessee,Loudon County,Loudon County,53054,-84.31186931,35.7347784
46,25,South Dakota,Clark County,Clark County,3739,-97.7294963,44.85825389
15,3,Hawaii,Honolulu County,Honolulu County,980080,-164.7367403,23.7186404
12,41,Florida,Gilchrist County,Gilchrist County,18256,-82.80036654,29.72582272
18,157,Indiana,Tippecanoe County,Tippecanoe County,193048,-86.89409741,40.38861873
42,109,Pennsylvania,Snyder County,Snyder County,40540,-77.07016867,40.76984024
48,277,Texas,Lamar County,Lamar County,49728,-95.57120072,33.66726205
12,86,Florida,Miami-Dade County,Miami-Dade County,2761581,-80.4986668,25.60896815
31,57,Nebraska,Dundy County,Dundy County,1770,-101.6879614,40.17623524
48,289,Texas,Leon County,Leon County,17270,-95.99569065,31.29650681
8,97,Colorado,Pitkin County,Pitkin County,17950,-106.9165778,39.21710575
38,35,North Dakota,Grand Forks County,Grand Forks County,70770,-97.45693341,47.92191935
18,91,Indiana,LaPorte County,LaPorte County,110007,-86.74236622,41.54902156
18,57,Indiana,Hamilton County,Hamilton County,330086,-86.05201426,40.07248948
51,595,Virginia,Emporia city,Emporia city,5121,-77.53561073,36.69532995
40,81,Oklahoma,Lincoln County,Lincoln County,34920,-96.8809161,35.70299783
20,71,Kansas,Greeley County,Greeley County,1227,-101.8059684,38.48053745
13,145,Georgia,Harris County,Harris County,34475,-84.90898819,32.73600418
13,251,Georgia,Screven County,Screven County,13938,-81.61193455,32.75058663
72,127,NA,NA,San Juan Municipio,NA,-66.06832553,18.42225806
48,433,Texas,Stonewall County,Stonewall County,1362,-100.2533055,33.17912439
39,69,Ohio,Henry County,Henry County,27086,-84.06823042,41.33388517
33,9,New Hampshire,Grafton County,Grafton County,89786,-71.82071979,43.94066632
29,145,Missouri,Newton County,Newton County,58266,-94.3392465,36.90550884
18,129,Indiana,Posey County,Posey County,25540,-87.86847118,38.02189155
48,311,Texas,McMullen County,McMullen County,749,-98.56784112,28.35268796
17,35,Illinois,Cumberland County,Cumberland County,10808,-88.24023045,39.27331663
13,297,Georgia,Walton County,Walton County,93503,-83.73384663,33.78155714
27,121,Minnesota,Pope County,Pope County,11097,-95.44447858,45.58601506
51,157,Virginia,Rappahannock County,Rappahannock County,7252,-78.15923018,38.68477226
51,9,Virginia,Amherst County,Amherst County,31666,-79.14514645,37.60479277
6,111,California,Ventura County,Ventura County,850967,-119.1260272,34.35752852
17,33,Illinois,Crawford County,Crawford County,18807,-87.75955687,39.00268636
8,93,Colorado,Park County,Park County,18556,-105.7171747,39.11930286
6,37,California,Los Angeles County,Los Angeles County,10105518,-118.261017,34.19800147
4,27,Arizona,Yuma County,Yuma County,212128,-113.9055638,32.76940434
13,129,Georgia,Gordon County,Gordon County,57685,-84.87575273,34.50335918
19,25,Iowa,Calhoun County,Calhoun County,9699,-94.64041361,42.38518485
12,55,Florida,Highlands County,Highlands County,105424,-81.34097094,27.34340434
51,580,Virginia,Covington city,Covington city,5460,-79.98675589,37.77861619
50,17,Vermont,Orange County,Orange County,28999,-72.3768216,44.00566177
20,113,Kansas,McPherson County,McPherson County,28537,-97.64807987,38.39166665
4,21,Arizona,Pinal County,Pinal County,447138,-111.3447269,32.9043583
39,51,Ohio,Fulton County,Fulton County,42276,-84.13007381,41.60179815
8,3,Colorado,Alamosa County,Alamosa County,16683,-105.7882882,37.57289314
12,17,Florida,Citrus County,Citrus County,147929,-82.52010673,28.8475697
72,49,NA,NA,Culebra Municipio,NA,-65.30080099,18.32336698
72,51,NA,NA,Dorado Municipio,NA,-66.26203068,18.47202096
47,41,Tennessee,DeKalb County,DeKalb County,20138,-85.83275165,35.97986066
42,31,Pennsylvania,Clarion County,Clarion County,38779,-79.42096351,41.19238951
46,97,South Dakota,Miner County,Miner County,2213,-97.61024521,44.02195117
46,73,South Dakota,Jerauld County,Jerauld County,2043,-98.62970524,44.0663371
18,31,Indiana,Decatur County,Decatur County,26794,-85.50114305,39.30699993
18,37,Indiana,Dubois County,Dubois County,42565,-86.87980212,38.36427643
51,57,Virginia,Essex County,Essex County,10919,-76.94090081,37.93906816
