state_code,state_fips,state_name,county_fips,county_name,county_population,last_updated,date,weekday,covid,grade_total,n_grade_total,daily_distance_diff,grade_distance,n_grade_distance,daily_visitation_diff,grade_visitation,n_grade_visitation,encounters_rate,encounters_rate_norm,daily_encounter_diff,AverageDiff
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,3/29/2020,1,POST,C,3,-0.433493549,C,3,-0.672109538,B,4,-0.57983768,-0.50080227,-1.50080227,-0.868801786
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,3/30/2020,2,POST,D+,2.3,-0.282250664,D,2,-0.606461553,C,3,-0.53079727,-0.458446367,-1.458446367,-0.782386195
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,3/31/2020,3,POST,C,3,-0.375534401,D,2,-0.704082395,A,5,-0.710609615,-0.613749193,-1.613749193,-0.897788663
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/1/2020,4,POST,C-,2.7,-0.371043721,D,2,-0.694438142,B,4,-0.646845632,-0.55867663,-1.55867663,-0.874719498
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/2/2020,5,POST,C,3,-0.338164932,D,2,-0.711892895,A,5,-0.637870669,-0.550925009,-1.550925009,-0.866994279
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/3/2020,6,POST,C,3,-0.44587348,C,3,-0.676654658,B,4,-0.576715687,-0.498105824,-1.498105824,-0.873544654
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/4/2020,7,POST,C+,3.3,-0.469924255,C,3,-0.761304229,A,5,-0.646010752,-0.557955549,-1.557955549,-0.929728011
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/5/2020,1,POST,B,4,-0.569628676,B,4,-0.738939876,A,5,-0.748805389,-0.64673865,-1.64673865,-0.985102401
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/6/2020,2,POST,C,3,-0.320923021,D,2,-0.701605858,A,5,-0.671109341,-0.579633047,-1.579633047,-0.867387309
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/7/2020,3,POST,C-,2.7,-0.35140936,D,2,-0.672246521,B,4,-0.707530994,-0.611090207,-1.611090207,-0.878248696
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/8/2020,4,POST,C-,2.7,-0.380970141,D,2,-0.684549004,B,4,-0.655977136,-0.566563454,-1.566563454,-0.877360866
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/9/2020,5,POST,C-,2.7,-0.361559945,D,2,-0.66971163,B,4,-0.645332412,-0.557369671,-1.557369671,-0.862880415
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/10/2020,6,POST,C,3,-0.456912315,C,3,-0.692368224,B,4,-0.541702894,-0.467865488,-1.467865488,-0.872382009
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/11/2020,7,POST,C,3,-0.427907759,C,3,-0.660819549,B,4,-0.453414302,-0.391611169,-1.391611169,-0.826779492
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/12/2020,1,POST,B+,4.3,-0.553456989,B,4,-0.790776227,A,5,-0.830206219,-0.717044051,-1.717044051,-1.020425756
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/13/2020,2,POST,C,3,-0.450129995,C,3,-0.698651461,B,4,-0.730751103,-0.631145273,-1.631145273,-0.926642243
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/14/2020,3,POST,C-,2.7,-0.371424914,D,2,-0.655814031,B,4,-0.64047967,-0.553178387,-1.553178387,-0.860139111
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/15/2020,4,POST,C-,2.7,-0.332037936,D,2,-0.66261139,B,4,-0.609015119,-0.526002646,-1.526002646,-0.840217324
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/16/2020,5,POST,C-,2.7,-0.289729321,D,2,-0.652377264,B,4,-0.527249029,-0.455381773,-1.455381773,-0.799162786
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/17/2020,6,POST,C-,2.7,-0.34504446,D,2,-0.690523908,B,4,-0.501002479,-0.432712788,-1.432712788,-0.822760385
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/18/2020,7,POST,C,3,-0.400231722,C,3,-0.674538244,B,4,-0.555948039,-0.480168933,-1.480168933,-0.8516463
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/19/2020,1,POST,C,3,-0.468041495,C,3,-0.695638563,B,4,-0.700904132,-0.605366626,-1.605366626,-0.923015561
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/20/2020,2,POST,C,3,-0.37381317,D,2,-0.702114141,A,5,-0.637975029,-0.551015144,-1.551015144,-0.875647485
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/21/2020,3,POST,D+,2.3,-0.352422051,D,2,-0.648377914,C,3,-0.456761291,-0.394501943,-1.394501943,-0.798433969
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/22/2020,4,POST,C,3,-0.380872629,D,2,-0.732742906,A,5,-0.404127628,-0.349042569,-1.349042569,-0.820886035
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/23/2020,5,POST,C-,2.7,-0.432387481,C,3,-0.65763896,B,4,-0.346971917,-0.29967753,-1.29967753,-0.796567991
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/24/2020,6,POST,C-,2.7,-0.488261209,C,3,-0.656686872,B,4,-0.229250429,-0.198002198,-1.198002198,-0.780983426
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/25/2020,7,POST,D+,2.3,-0.454230266,C,3,-0.647791552,C,3,-0.284552841,-0.245766554,-1.245766554,-0.782596124
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/26/2020,1,POST,C,3,-0.536553902,C,3,-0.655171277,B,4,-0.507838184,-0.438616744,-1.438616744,-0.876780641
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/27/2020,2,POST,D+,2.3,-0.339449977,D,2,-0.628857792,C,3,-0.424958697,-0.367034237,-1.367034237,-0.778447335
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/28/2020,3,POST,D+,2.3,-0.296760728,D,2,-0.613720299,C,3,-0.453202959,-0.391428633,-1.391428633,-0.76730322
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/29/2020,4,POST,D-,1.7,-0.30255929,D,2,-0.581276356,D,2,-0.321174009,-0.277396034,-1.277396034,-0.72041056
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,4/30/2020,5,POST,D,2,-0.40325306,C,3,-0.539923121,F,1,-0.636382933,-0.54964006,-1.54964006,-0.830938747
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/1/2020,6,POST,C-,2.7,-0.41042737,C,3,-0.608144496,C,3,-0.558099625,-0.482027245,-1.482027245,-0.833533037
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/2/2020,7,POST,D+,2.3,-0.398868617,D,2,-0.64105129,C,3,-0.57218469,-0.494192429,-1.494192429,-0.844704112
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/3/2020,1,POST,C,3,-0.518373817,C,3,-0.688948938,B,4,-0.588197185,-0.508022323,-1.508022323,-0.905115026
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/4/2020,2,POST,D,2,-0.382806035,D,2,-0.643375637,C,3,-0.390561486,-0.337325575,-1.337325575,-0.787835749
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/5/2020,3,POST,D-,1.7,-0.298495025,D,2,-0.559476484,D,2,-0.190479434,-0.164515927,-1.164515927,-0.674162479
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/6/2020,4,POST,D,2,-0.316810291,D,2,-0.612758866,C,3,-0.221837237,-0.191599469,-1.191599469,-0.707056209
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/7/2020,5,POST,D-,1.7,-0.288984888,D,2,-0.578479662,D,2,-0.132878933,-0.114766724,-1.114766724,-0.660743758
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/8/2020,6,POST,D,2,-0.3227769,D,2,-0.602291869,C,3,0.076395477,0.065982308,-0.934017692,-0.619695487
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/9/2020,7,POST,F,1.3,-0.24550737,F,1,-0.550784181,D,2,0.384858396,0.332399851,-0.667600149,-0.4879639
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/10/2020,1,POST,F,1,-0.209196698,F,1,-0.508032492,F,1,-0.216054947,-0.186605341,-1.186605341,-0.63461151
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/11/2020,2,POST,F,1.3,-0.223471857,F,1,-0.557062757,D,2,-0.160307743,-0.138456821,-1.138456821,-0.639663812
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/12/2020,3,POST,F,1.3,-0.261970745,D,2,-0.522760658,F,1,-0.261646078,-0.225982122,-1.225982122,-0.670237842
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/13/2020,4,POST,F,1.3,-0.206588553,F,1,-0.568508101,D,2,-0.315688247,-0.272658015,-1.272658015,-0.68258489
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/14/2020,5,POST,F,1,-0.213566373,F,1,-0.544980196,F,1,-0.073869924,-0.063801004,-1.063801004,-0.607449191
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/15/2020,6,POST,F,1,-0.172324402,F,1,-0.499772534,F,1,0.221323381,0.191155655,-0.808844345,-0.493647094
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/16/2020,7,POST,F,1,-0.097913756,F,1,-0.53094447,F,1,0.203605852,0.175853133,-0.824146867,-0.484335031
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/17/2020,1,POST,F,1,-0.178469601,F,1,-0.504704157,F,1,-0.224876645,-0.194224588,-1.194224588,-0.625799449
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/18/2020,2,POST,F,1,-0.236325991,F,1,-0.512365583,F,1,-0.211310504,-0.182507594,-1.182507594,-0.643733056
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/19/2020,3,POST,F,1,-0.166296953,F,1,-0.422505872,F,1,-0.021532789,-0.018597739,-1.018597739,-0.535800188
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/20/2020,4,POST,F,1,-0.201015531,F,1,-0.504572944,F,1,-0.107229288,-0.092613283,-1.092613283,-0.599400586
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/21/2020,5,POST,F,1,-0.108453502,F,1,-0.422996536,F,1,0.019684558,0.017001433,-0.982998567,-0.504816202
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/22/2020,6,POST,F,1,-0.226604423,F,1,-0.468345403,F,1,0.342603202,0.295904297,-0.704095703,-0.46634851
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/23/2020,7,POST,F,1,-0.12545269,F,1,-0.426601408,F,1,0.36106205,0.311847092,-0.688152908,-0.413402335
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/24/2020,1,POST,F,1,-0.182730545,F,1,-0.443113476,F,1,-0.070015065,-0.060471585,-1.060471585,-0.562105202
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/25/2020,2,POST,F,1,-0.187899162,F,1,-0.444827422,F,1,-0.175356523,-0.15145436,-1.15145436,-0.594726981
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/26/2020,3,POST,F,1,-0.157106084,F,1,-0.425194825,F,1,-0.060526179,-0.052276092,-1.052276092,-0.544859
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/27/2020,4,POST,F,1,-0.050643585,F,1,-0.350383752,F,1,0.030878478,0.026669554,-0.973330446,-0.458119261
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/28/2020,5,POST,F,1,-0.141809415,F,1,-0.397945015,F,1,0.092556236,0.079940257,-0.920059743,-0.486604725
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/29/2020,6,POST,F,1,-0.161134513,F,1,-0.337448205,F,1,0.544612683,0.470378655,-0.529621345,-0.342734688
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/30/2020,7,POST,F,1,-0.139213724,F,1,-0.498005311,F,1,-0.107995103,-0.093274712,-1.093274712,-0.576831249
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,5/31/2020,1,POST,D-,1.7,-0.198556318,F,1,-0.559077952,D,2,-0.458507775,-0.396010371,-1.396010371,-0.717881547
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/1/2020,2,POST,F,1,-0.098741588,F,1,-0.418396683,F,1,0.007271959,0.006280747,-0.993719253,-0.503619175
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/2/2020,3,POST,F,1,-0.115860275,F,1,-0.496435478,F,1,-0.325636555,-0.281250308,-1.281250308,-0.63118202
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/3/2020,4,POST,F,1,-0.055123631,F,1,-0.374981419,F,1,0.074657171,0.064480944,-0.935519056,-0.455208035
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/4/2020,5,POST,F,1,-0.026466414,F,1,-0.482950642,F,1,-0.090317898,-0.078007018,-1.078007018,-0.529141358
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/5/2020,6,POST,F,1,-0.135093086,F,1,-0.48012443,F,1,0.109317641,0.09441698,-0.90558302,-0.506933512
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/6/2020,7,POST,F,1,-0.008831068,F,1,-0.484810594,F,1,0.025643103,0.022147792,-0.977852208,-0.490497957
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/7/2020,1,POST,F,1,-0.139496822,F,1,-0.529716103,F,1,-0.330384565,-0.285351135,-1.285351135,-0.651521353
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/8/2020,2,POST,F,1,-0.04299925,F,1,-0.457725114,F,1,-0.144810438,-0.125071893,-1.125071893,-0.541932086
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/9/2020,3,POST,F,1,-0.077748247,F,1,-0.407002896,F,1,-0.102991431,-0.088953072,-1.088953072,-0.524568072
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/10/2020,4,POST,F,1,-0.060182323,F,1,-0.434159775,F,1,-0.155621291,-0.13440916,-1.13440916,-0.542917086
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/11/2020,5,POST,F,1,-0.133859242,F,1,-0.476490449,F,1,-0.096490311,-0.083338093,-1.083338093,-0.564562594
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/12/2020,6,POST,F,1,-0.047777423,F,1,-0.42809015,F,1,0.202743859,0.175108635,-0.824891365,-0.433586313
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/13/2020,7,POST,F,1,0.073396323,F,1,-0.374894311,F,1,0.516660335,0.446236382,-0.553763618,-0.285087202
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/14/2020,1,POST,F,1,0.04079471,F,1,-0.305729021,F,1,0.346425932,0.299205966,-0.700794034,-0.321909448
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/15/2020,2,POST,F,1,-0.111308189,F,1,-0.318582525,F,1,-0.013692329,-0.011825981,-1.011825981,-0.480572232
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/16/2020,3,POST,F,1,-0.122659707,F,1,-0.346783631,F,1,0.005993649,0.005176678,-0.994823322,-0.488088887
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/17/2020,4,POST,F,1,-0.121024314,F,1,-0.375513429,F,1,-0.053173855,-0.045925934,-1.045925934,-0.514154559
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/18/2020,5,POST,F,1,-0.005273017,F,1,-0.390607872,F,1,0.006322357,0.005460581,-0.994539419,-0.463473436
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/19/2020,6,POST,F,1,-0.029126067,F,1,-0.361694803,F,1,0.672395047,0.580743504,-0.419256496,-0.270025789
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/20/2020,7,POST,F,1,0.07117869,F,1,-0.279006347,F,1,0.859503145,0.742347628,-0.257652372,-0.15516001
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/21/2020,1,POST,F,1,-0.014848013,F,1,-0.392727093,F,1,-0.054926966,-0.047440086,-1.047440086,-0.485005064
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/22/2020,2,POST,F,1,-0.05199107,F,1,-0.375955017,F,1,-0.126293201,-0.109078668,-1.109078668,-0.512341585
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/23/2020,3,POST,F,1,0.045949141,F,1,-0.318632618,F,1,-0.054817396,-0.047345451,-1.047345451,-0.440009643
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/24/2020,4,POST,F,1,0.054532599,F,1,-0.278249372,F,1,0.071589226,0.061831178,-0.938168822,-0.387295198
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/25/2020,5,POST,F,1,-0.039323845,F,1,-0.389409375,F,1,-0.034948803,-0.030185068,-1.030185068,-0.486306096
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/26/2020,6,POST,F,1,-0.011859716,F,1,-0.351735501,F,1,0.276118867,0.238482183,-0.761517817,-0.375037678
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/27/2020,7,POST,F,1,0.09716376,F,1,-0.346861491,F,1,0.539195118,0.465699537,-0.534300463,-0.261332731
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/28/2020,1,POST,F,1,0.10105679,F,1,-0.255869898,F,1,0.415527732,0.358888769,-0.641111231,-0.265308113
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/29/2020,2,POST,F,1,0.033848252,F,1,-0.352065696,F,1,0.042151567,0.036406052,-0.963593948,-0.427270464
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,6/30/2020,3,POST,F,1,0.021054915,F,1,-0.2840082,F,1,0.081413954,0.070316736,-0.929683264,-0.397545516
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/1/2020,4,POST,F,1,-0.011250452,F,1,-0.290798564,F,1,0.118631044,0.102460909,-0.897539091,-0.399862702
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/2/2020,5,POST,F,1,0.066398884,F,1,-0.384439995,F,1,0.041932428,0.036216783,-0.963783217,-0.427274776
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/3/2020,6,POST,F,1,-0.080823831,F,1,-0.378514957,F,1,0.277579793,0.239743976,-0.760256024,-0.406531604
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/4/2020,7,POST,F,1.3,-0.09394718,F,1,-0.555166542,D,2,-0.178265644,-0.15396695,-1.15396695,-0.601026891
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/5/2020,1,POST,F,1,0.028198157,F,1,-0.378688768,F,1,-0.210150354,-0.18150558,-1.18150558,-0.510665397
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/6/2020,2,POST,F,1,-0.017770059,F,1,-0.307019077,F,1,0.046388253,0.040065251,-0.959934749,-0.428241295
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/7/2020,3,POST,F,1,-0.024964294,F,1,-0.265517499,F,1,0.073999754,0.063913137,-0.936086863,-0.408856219
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/8/2020,4,POST,F,1,0.086495325,F,1,-0.322312368,F,1,0.04565779,0.039434355,-0.960565645,-0.39879423
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/9/2020,5,POST,F,1,-0.010664497,F,1,-0.391221737,F,1,-0.003027569,-0.002614893,-1.002614893,-0.468167042
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/10/2020,6,POST,F,1,-0.033074559,F,1,-0.347137008,F,1,0.308332286,0.266304716,-0.733695284,-0.371302284
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/11/2020,7,POST,F,1,0.158572544,F,1,-0.353244495,F,1,0.867574761,0.749319033,-0.250680967,-0.148450973
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/12/2020,1,POST,F,1,0.161228342,F,1,-0.30935394,F,1,0.365271877,0.315483094,-0.684516906,-0.277547502
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/13/2020,2,POST,F,1,-0.001990547,F,1,-0.316644694,F,1,0.110924659,0.095804952,-0.904195048,-0.407610096
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/14/2020,3,POST,F,1,0.016924618,F,1,-0.266347423,F,1,0.072283166,0.06243053,-0.93756947,-0.395664092
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/15/2020,4,POST,F,1,0.035195661,F,1,-0.232746818,F,1,0.621847007,0.53708547,-0.46291453,-0.220155229
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/16/2020,5,POST,F,1,0.0081569,F,1,-0.293851123,F,1,0.573928634,0.495698663,-0.504301337,-0.263331853
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/17/2020,6,POST,F,1,-0.096175748,F,1,-0.33813675,F,1,0.691350562,0.597115266,-0.402884734,-0.279065744
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/18/2020,7,POST,F,1,0.187936952,F,1,-0.269884368,F,1,0.915420088,0.790642751,-0.209357249,-0.097101555
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/19/2020,1,POST,F,1,0.081139153,F,1,-0.29129525,F,1,0.135249077,0.116813804,-0.883186196,-0.364447431
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/20/2020,2,POST,F,1,-0.007963792,F,1,-0.356926156,F,1,-0.061428087,-0.053055064,-1.053055064,-0.472648337
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/21/2020,3,POST,F,1,0.023711742,F,1,-0.283443852,F,1,0.063334994,0.054702049,-0.945297951,-0.401676687
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/22/2020,4,POST,F,1,0.001121566,F,1,-0.254434074,F,1,0.494965583,0.427498757,-0.572501243,-0.27527125
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/23/2020,5,POST,F,1,0.060384921,F,1,-0.257808503,F,1,0.569290194,0.491692471,-0.508307529,-0.235243704
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/24/2020,6,POST,F,1,-0.062073874,F,1,-0.269183952,F,1,1.047853031,0.905024276,-0.094975724,-0.14207785
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/25/2020,7,POST,F,1,0.131384891,F,1,-0.276386458,F,1,0.785507243,0.678437818,-0.321562182,-0.15552125
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/26/2020,1,POST,F,1,0.073062151,F,1,-0.284671533,F,1,0.205957896,0.177884579,-0.822115421,-0.344574934
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/27/2020,2,POST,F,1,0.032129582,F,1,-0.197706371,F,1,0.805850638,0.696008284,-0.303991716,-0.156522835
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/28/2020,3,POST,F,1,-0.131292539,F,1,-0.1512536,F,1,0.99752413,0.861555511,-0.138444489,-0.140330209
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/29/2020,4,POST,F,1,-0.051021022,F,1,-0.207961382,F,1,1.933868131,1.670270117,0.670270117,0.137095904
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/29/2020,4,POST,F,1,-0.051021022,F,1,-0.207961382,F,1,1.933868131,1.670270117,0.670270117,0.137095904
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/30/2020,5,POST,F,1,0.049557642,F,1,-0.231324632,F,1,1.990150306,1.718880688,0.718880688,0.1790379
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/30/2020,5,POST,F,1,0.049557642,F,1,-0.231324632,F,1,1.990150306,1.718880688,0.718880688,0.1790379
MD,24,Maryland,24045,Wicomico County,103195,2021-01-25 13:52:04.598522 UTC,7/31/2020,6,POST,F,1,-0.027389451,F,1,-0.215625038,F,1,0.880577003,0.76054899,-0.23945101,-0.160821833
